Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Type,Slice Handover,latency_margin,loss_margin,jitter_margin,stress_ratio,sla_met
Servo motors,,100,1000,0,no,no,1530.237410874865,2368993.094935568,0.0003409019537397,2093978.5747069465,ERLLC,yes,-2368893.094935568,,-2092978.5747069465,inf,0
Motion control,,1000,1000000,0,no,no,3350.3236463792714,2488079.982402693,0.0003047781734018,1909974.155960668,ERLLC,yes,-2487079.982402693,,-909974.1559606681,inf,0
Motion control,,1000,1000000,0,no,no,4475.790282486267,2538982.571269087,0.0005357021850054,1438797.176154009,ERLLC,yes,-2537982.571269087,,-438797.17615400907,inf,0
Smart City,0.0,0,0,0,no,yes,6354.897315328622,1296894.8665091614,0.0004955229217034,2737994.418467234,umMTC,no,-1296894.8665091614,-0.0004955229217034,-2737994.418467234,inf,0
Smart City,0.0,0,0,0,no,yes,4501.763544998644,2126503.554090991,0.0008980908963025,2671606.474130084,umMTC,no,-2126503.554090991,-0.0008980908963025,-2671606.474130084,inf,0
Smart City,0.0,0,0,0,no,yes,3615.011515693933,1532626.250509035,0.0005619807670333,2736903.406627596,umMTC,no,-1532626.250509035,-0.0005619807670333,-2736903.406627596,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6574.214249706585,1494170.1772195557,0.0005288683615041,3033611.3097246466,mURLLC,yes,-494170.1772195557,,-3033611.3097246466,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7252.096911595112,1926538.1576039377,0.0004069630784042,1343662.209440814,mURLLC,yes,-926538.1576039377,,-1343662.209440814,inf,0
Delivery drones,,1000000,0,0,yes,no,2446.210248243078,1719402.8472773137,0.0006378326604214,2286008.195133415,MBRLLC,yes,-719402.8472773137,,-2286008.195133415,inf,0
V2X,,1000000,0,0,yes,no,5162.028600463895,1309172.1662405636,0.000494974653857,2608342.58790303,MBRLLC,yes,-309172.1662405636,,-2608342.58790303,inf,0
VR/AR,,0,0,1000,no,no,550.6640889909831,2214616.1251603165,0.000413522347436,3514254.343120696,feMBB,yes,-2214616.1251603165,,-3514254.343120696,0.5506640889909832,0
Motion control,,1000,1000000,0,no,no,4481.518434170679,2365683.115877157,0.0004652666968248,2997746.2175170104,ERLLC,yes,-2364683.115877157,,-1997746.2175170104,inf,0
3D/UHD Video,,0,0,1000,no,no,8140.909642997339,1425886.8234119406,0.0004443568638629,1829058.143545352,feMBB,yes,-1425886.8234119406,,-1829058.143545352,8.14090964299734,0
3D/UHD Video,,0,0,1000,no,no,5153.7286811990125,1877080.2981174695,0.0004866439305416,940457.1102724,feMBB,yes,-1877080.2981174695,,-940457.1102724,5.153728681199013,0
Smart City,0.0,0,0,0,no,yes,2698.9331751697096,1888513.2319148208,0.0008756528454247,1193412.1470334397,umMTC,no,-1888513.2319148208,-0.0008756528454247,-1193412.1470334397,inf,0
Motion control,,1000,1000000,0,no,no,2739.9717965645004,1899286.368889077,0.0006069497779535,2448490.9929113034,ERLLC,yes,-1898286.368889077,,-1448490.9929113034,inf,0
VR/AR,,0,0,1000,no,no,3446.2620749021257,1962190.88771123,0.0004693348759392,2041402.8589451776,feMBB,yes,-1962190.88771123,,-2041402.8589451776,3.4462620749021258,0
VR/AR,,0,0,1000,no,no,3881.1515038308985,2192391.9114418174,0.0004905227838415,1535081.9728445048,feMBB,yes,-2192391.9114418174,,-1535081.9728445048,3.8811515038308984,0
3D/UHD Video,,0,0,1000,no,no,1846.1816672272373,2778560.540711439,0.0002676183971443,675550.899864088,feMBB,yes,-2778560.540711439,,-675550.899864088,1.8461816672272373,0
VR/AR,,0,0,1000,no,no,5549.214152800451,2086776.0952960623,0.0001990776163411,2590737.106904293,feMBB,yes,-2086776.0952960623,,-2590737.106904293,5.5492141528004515,0
Motion control,,1000,1000000,0,no,no,5906.860453186847,1659969.166514569,0.0006242086807366,1231447.9381497428,ERLLC,yes,-1658969.166514569,,-231447.93814974278,inf,0
V2X,,1000000,0,0,yes,no,4416.878546499776,1991976.439275384,0.0006208603273113,2944601.801827284,MBRLLC,yes,-991976.439275384,,-2944601.801827284,inf,0
Servo motors,,100,1000,0,no,no,8409.693455157461,1291301.314207214,0.0005675571911103,1333744.7982953792,ERLLC,yes,-1291201.314207214,,-1332744.7982953792,inf,0
VR/AR,,0,0,1000,no,no,4284.781478739553,1401887.413099213,0.0007477224271188,1703592.3023170205,feMBB,yes,-1401887.413099213,,-1703592.3023170205,4.284781478739553,0
V2X,,1000000,0,0,yes,no,7004.963621746171,2288279.614358597,0.0005365229704254,1555468.1002891925,MBRLLC,yes,-1288279.614358597,,-1555468.1002891925,inf,0
Motion control,,1000,1000000,0,no,no,2687.894702506291,1.0,0.0006360237489668,2422757.20771338,ERLLC,yes,999.0,,-1422757.20771338,inf,0
3D/UHD Video,,0,0,1000,no,no,5500.358954522424,1855494.6360978691,0.0004877311488763,1552417.3213089856,feMBB,yes,-1855494.6360978691,,-1552417.3213089856,5.500358954522424,0
V2X,,1000000,0,0,yes,no,5750.509387404843,2618701.096919593,8.352107084656492e-05,1859130.055897916,MBRLLC,yes,-1618701.096919593,,-1859130.055897916,inf,0
VR/AR,,0,0,1000,no,no,3816.2932777089945,2269328.290550537,0.0006943513683078,1766915.1091429607,feMBB,yes,-2269328.290550537,,-1766915.1091429607,3.8162932777089944,0
Smart City,0.0,0,0,0,no,yes,5279.175909744152,2573702.4920387967,0.0003383355992838,1414338.9093499847,umMTC,no,-2573702.4920387967,-0.0003383355992838,-1414338.9093499847,inf,0
V2X,,1000000,0,0,yes,no,3799.346712860937,2223942.964971542,0.0005430954893492,2010501.388525637,MBRLLC,yes,-1223942.964971542,,-2010501.388525637,inf,0
Smart City,0.0,0,0,0,no,yes,4480.693226488273,3328045.3601017725,0.000382794748258,2176643.820725863,umMTC,no,-3328045.3601017725,-0.000382794748258,-2176643.820725863,inf,0
Smart Home,0.0,0,0,0,no,yes,4529.033769926065,1179389.0992689815,0.0005443672792947,2469785.237348595,umMTC,no,-1179389.0992689815,-0.0005443672792947,-2469785.237348595,inf,0
3D/UHD Video,,0,0,1000,no,no,2658.3629493727863,2077056.3195196204,0.0007782930703206,2407112.0172847924,feMBB,yes,-2077056.3195196204,,-2407112.0172847924,2.658362949372786,0
Motion control,,1000,1000000,0,no,no,5871.895582472885,2484964.9311102983,0.0005996830248231,2478534.4993029637,ERLLC,yes,-2483964.9311102983,,-1478534.4993029637,inf,0
Servo motors,,100,1000,0,no,no,5987.03991868204,1718725.096916761,0.0006357649312754,819532.2920395359,ERLLC,yes,-1718625.096916761,,-818532.2920395359,inf,0
Smart City,0.0,0,0,0,no,yes,4378.302730581498,2785801.1580008795,0.000470761490965,1984841.6460875247,umMTC,no,-2785801.1580008795,-0.000470761490965,-1984841.6460875247,inf,0
Servo motors,,100,1000,0,no,no,5403.853061400847,2403047.005591745,0.0004524502890315,1403704.8797684028,ERLLC,yes,-2402947.005591745,,-1402704.8797684028,inf,0
Servo motors,,100,1000,0,no,no,3467.7117127547544,1005466.4282832115,0.0004497152357178,2006652.814458243,ERLLC,yes,-1005366.4282832115,,-2005652.814458243,inf,0
Smart City,0.0,0,0,0,no,yes,2913.507394079675,2241418.0684858365,0.0006273618076228,2092862.97606458,umMTC,no,-2241418.0684858365,-0.0006273618076228,-2092862.97606458,inf,0
Servo motors,,100,1000,0,no,no,4334.007865384095,2405430.7713572807,0.000504990670551,2138519.34283834,ERLLC,yes,-2405330.7713572807,,-2137519.34283834,inf,0
Delivery drones,,1000000,0,0,yes,no,6152.085613793626,3088425.862581087,0.0006152558423681,930544.792357358,MBRLLC,yes,-2088425.8625810868,,-930544.792357358,inf,0
Smart Home,0.0,0,0,0,no,yes,4874.797844620032,1880390.601873137,0.0004704558438114,3595702.717229931,umMTC,no,-1880390.601873137,-0.0004704558438114,-3595702.717229931,inf,0
Smart City,0.0,0,0,0,no,yes,4269.753602085584,2372634.839823048,0.0006692062633006,3534632.0397869786,umMTC,no,-2372634.839823048,-0.0006692062633006,-3534632.0397869786,inf,0
3D/UHD Video,,0,0,1000,no,no,5559.869140154167,2171767.714322453,0.0006158611143785,1584864.7846244727,feMBB,yes,-2171767.714322453,,-1584864.7846244727,5.559869140154167,0
Smart City,0.0,0,0,0,no,yes,3474.2101246926527,1625191.831267534,0.0005187576724258,1257795.6975375589,umMTC,no,-1625191.831267534,-0.0005187576724258,-1257795.6975375589,inf,0
V2X,,1000000,0,0,yes,no,2956.9381213278675,1767209.6672196717,0.0006135576394336,3894622.99003755,MBRLLC,yes,-767209.6672196717,,-3894622.99003755,inf,0
Delivery drones,,1000000,0,0,yes,no,4412.688406572129,538111.5930787101,0.0006722558799294,2737980.84646592,MBRLLC,yes,461888.40692128986,,-2737980.84646592,inf,0
Smart City,0.0,0,0,0,no,yes,3583.8902656692608,1684839.773121609,0.0008089051193456,2499236.328766605,umMTC,no,-1684839.773121609,-0.0008089051193456,-2499236.328766605,inf,0
Motion control,,1000,1000000,0,no,no,3018.1177136438428,3047422.759535392,0.0003830783714334,1183655.5484612482,ERLLC,yes,-3046422.759535392,,-183655.54846124817,inf,0
Smart Home,0.0,0,0,0,no,yes,6506.924420270529,1885002.1564775296,0.0006469861071756,3074456.913195962,umMTC,no,-1885002.1564775296,-0.0006469861071756,-3074456.913195962,inf,0
V2X,,1000000,0,0,yes,no,8671.810270209045,2563035.7930167266,0.0006144662369242,1420926.295944299,MBRLLC,yes,-1563035.7930167266,,-1420926.295944299,inf,0
Smart City,0.0,0,0,0,no,yes,2409.738480145433,2151880.240095095,0.0006544014349135,1876422.1628409703,umMTC,no,-2151880.240095095,-0.0006544014349135,-1876422.1628409703,inf,0
VR/AR,,0,0,1000,no,no,4307.413066684701,2282959.0789992204,0.000422398721799,2918100.0990288304,feMBB,yes,-2282959.0789992204,,-2918100.0990288304,4.307413066684702,0
Remote health monitoring,,1000000,0,0,no,yes,5291.239904355168,3329557.696200525,0.000517173295813,1725480.0612631475,mURLLC,yes,-2329557.696200525,,-1725480.0612631475,inf,0
VR/AR,,0,0,1000,no,no,2133.111547664109,1727660.8355051158,0.0004216713834614,2155345.439861262,feMBB,yes,-1727660.8355051158,,-2155345.439861262,2.1331115476641087,0
Servo motors,,100,1000,0,no,no,4629.271456203523,1723044.874054558,0.0005585042651112,2783307.7065122663,ERLLC,yes,-1722944.874054558,,-2782307.7065122663,inf,0
3D/UHD Video,,0,0,1000,no,no,4750.347168577109,2724868.123979853,0.0003560540713923,1192691.2775125247,feMBB,yes,-2724868.123979853,,-1192691.2775125247,4.750347168577109,0
Servo motors,,100,1000,0,no,no,5800.354841282603,1946327.061987424,0.0007271748392904,2774545.1754998867,ERLLC,yes,-1946227.061987424,,-2773545.1754998867,inf,0
Smart City,0.0,0,0,0,no,yes,3712.743095296359,1818268.9022206475,0.000523121218469,3071474.331476864,umMTC,no,-1818268.9022206475,-0.000523121218469,-3071474.331476864,inf,0
Smart Home,0.0,0,0,0,no,yes,4059.7333033281298,2635837.7425694563,0.0007875287370193,1954119.522748014,umMTC,no,-2635837.7425694563,-0.0007875287370193,-1954119.522748014,inf,0
VR/AR,,0,0,1000,no,no,6619.456091902565,2172372.26580569,0.0003899855914855,2822105.1206209166,feMBB,yes,-2172372.26580569,,-2822105.1206209166,6.619456091902565,0
Motion control,,1000,1000000,0,no,no,5699.469466353984,1899157.3174211767,0.0005335578763783,1482594.0767773364,ERLLC,yes,-1898157.3174211767,,-482594.0767773364,inf,0
V2X,,1000000,0,0,yes,no,6213.66806882391,1772206.3182467904,0.0005171597492314,975560.7444491226,MBRLLC,yes,-772206.3182467904,,-975560.7444491226,inf,0
Smart Home,0.0,0,0,0,no,yes,2077.3280932099183,1437953.714637834,0.0006109181576143,679033.0692758441,umMTC,no,-1437953.714637834,-0.0006109181576143,-679033.0692758441,inf,0
Servo motors,,100,1000,0,no,no,3886.730891269245,967976.022192396,0.0006263440143666,2342108.953075568,ERLLC,yes,-967876.022192396,,-2341108.953075568,inf,0
V2X,,1000000,0,0,yes,no,7527.355126283714,2740993.6564543834,0.0002782500952118,2301984.5704847546,MBRLLC,yes,-1740993.6564543834,,-2301984.5704847546,inf,0
VR/AR,,0,0,1000,no,no,4860.613406399585,1717192.627357222,0.0006979977837829,1610259.1332865562,feMBB,yes,-1717192.627357222,,-1610259.1332865562,4.860613406399585,0
Motion control,,1000,1000000,0,no,no,4790.9789399530855,864246.5242774189,0.0006486259069611,2781246.015286852,ERLLC,yes,-863246.5242774189,,-1781246.0152868521,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4863.425102073873,3188847.609632259,0.0002505975550269,1570065.3345226252,mURLLC,yes,-2188847.609632259,,-1570065.3345226252,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7616.895585508135,2057781.6811380405,0.0007401344209075,1172174.2070271946,mURLLC,yes,-1057781.6811380405,,-1172174.2070271946,inf,0
Motion control,,1000,1000000,0,no,no,3756.937394275187,2014902.1710565796,0.0002895611997333,1367720.6779900452,ERLLC,yes,-2013902.1710565796,,-367720.67799004517,inf,0
V2X,,1000000,0,0,yes,no,6119.49222979065,941756.7514292324,0.0005462331805366,2941201.364663509,MBRLLC,yes,58243.24857076758,,-2941201.364663509,inf,0
Smart City,0.0,0,0,0,no,yes,5440.352775969334,2387383.5859219003,0.0004507349015342,2560998.422117958,umMTC,no,-2387383.5859219003,-0.0004507349015342,-2560998.422117958,inf,0
V2X,,1000000,0,0,yes,no,2723.7120672283245,1645928.209937042,0.0004699412792144,1888271.409561552,MBRLLC,yes,-645928.2099370421,,-1888271.409561552,inf,0
V2X,,1000000,0,0,yes,no,4502.86063645607,1647438.6772906738,0.0004428362765183,1820163.3115714944,MBRLLC,yes,-647438.6772906738,,-1820163.3115714944,inf,0
Smart City,0.0,0,0,0,no,yes,3610.987193422548,2275873.4403035217,0.0005872722117258,1622216.2415398865,umMTC,no,-2275873.4403035217,-0.0005872722117258,-1622216.2415398865,inf,0
Smart Home,0.0,0,0,0,no,yes,2878.63339306156,2080496.637960928,0.0003523018672867,376838.15176550415,umMTC,no,-2080496.637960928,-0.0003523018672867,-376838.15176550415,inf,0
VR/AR,,0,0,1000,no,no,6994.322579985884,1351913.530463086,0.0006567962013867,933740.7904479088,feMBB,yes,-1351913.530463086,,-933740.7904479088,6.994322579985884,0
V2X,,1000000,0,0,yes,no,2967.448851419378,1050467.3470701484,0.000589233148127,1907086.287222572,MBRLLC,yes,-50467.34707014845,,-1907086.287222572,inf,0
VR/AR,,0,0,1000,no,no,6249.215492747402,2110238.4357817657,0.000473078112234,2393251.728942317,feMBB,yes,-2110238.4357817657,,-2393251.728942317,6.249215492747402,0
Servo motors,,100,1000,0,no,no,3564.619050156111,2052396.972232114,0.0006463498684051,1781879.316526184,ERLLC,yes,-2052296.972232114,,-1780879.316526184,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7262.629750696705,3737349.352836908,0.0004153750488888,965993.5791629878,mURLLC,yes,-2737349.352836908,,-965993.5791629878,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4300.881816966072,501399.81553013856,0.0004931531161695,3084016.5740849115,mURLLC,yes,498600.18446986144,,-3084016.5740849115,inf,0
Smart City,0.0,0,0,0,no,yes,5559.873348533934,2098154.260685134,0.0002499266195158,1085629.2987660016,umMTC,no,-2098154.260685134,-0.0002499266195158,-1085629.2987660016,inf,0
Servo motors,,100,1000,0,no,no,4056.793104826557,917970.029032962,0.000406984418493,2011031.49549034,ERLLC,yes,-917870.029032962,,-2010031.49549034,inf,0
Remote health monitoring,,1000000,0,0,no,yes,1389.1547737810247,1723496.5218967951,0.0003540979418611,2106014.2528885663,mURLLC,yes,-723496.5218967951,,-2106014.2528885663,inf,0
Smart City,0.0,0,0,0,no,yes,2221.542812364031,1714900.912184726,0.0002071107445878,3563516.19362492,umMTC,no,-1714900.912184726,-0.0002071107445878,-3563516.19362492,inf,0
V2X,,1000000,0,0,yes,no,1837.381252540641,2361335.9845806686,0.0004740064458485,1370723.135290545,MBRLLC,yes,-1361335.9845806686,,-1370723.135290545,inf,0
Servo motors,,100,1000,0,no,no,5423.498474478841,2379979.746183421,0.0004810264474187,2030958.978029222,ERLLC,yes,-2379879.746183421,,-2029958.978029222,inf,0
Smart Home,0.0,0,0,0,no,yes,4952.734170610291,2909865.521184642,0.0005494947326498,2119021.8245184864,umMTC,no,-2909865.521184642,-0.0005494947326498,-2119021.8245184864,inf,0
Servo motors,,100,1000,0,no,no,5991.533831944905,2164374.713956599,0.0005962368156317,1241986.231940088,ERLLC,yes,-2164274.713956599,,-1240986.231940088,inf,0
3D/UHD Video,,0,0,1000,no,no,3868.6331194598233,2656821.7371509275,0.000462313486026,2201361.3937249766,feMBB,yes,-2656821.7371509275,,-2201361.3937249766,3.8686331194598234,0
Remote health monitoring,,1000000,0,0,no,yes,1382.0330514359189,2917125.99845321,0.0005829728295204,1709043.1143998809,mURLLC,yes,-1917125.99845321,,-1709043.1143998809,inf,0
Servo motors,,100,1000,0,no,no,7170.148727508621,2172030.0655909493,0.0006491996493586,1793353.1266927635,ERLLC,yes,-2171930.0655909493,,-1792353.1266927635,inf,0
Delivery drones,,1000000,0,0,yes,no,6650.270097661216,2783005.807589194,0.0006829918027504,1518141.3645803642,MBRLLC,yes,-1783005.8075891938,,-1518141.3645803642,inf,0
V2X,,1000000,0,0,yes,no,5623.617657776832,2142007.066819302,0.0005963355310212,2784869.7317648577,MBRLLC,yes,-1142007.0668193018,,-2784869.7317648577,inf,0
Smart Home,0.0,0,0,0,no,yes,6851.77252902099,1995378.0494647375,0.0005814231384447,1915594.7141826465,umMTC,no,-1995378.0494647375,-0.0005814231384447,-1915594.7141826465,inf,0
VR/AR,,0,0,1000,no,no,4831.198331772325,1570476.3230930087,0.0003358775012539,1465532.7674837469,feMBB,yes,-1570476.3230930087,,-1465532.7674837469,4.831198331772325,0
Smart City,0.0,0,0,0,no,yes,5442.417392647421,2254696.359991098,0.0006348361937703,556291.3967697045,umMTC,no,-2254696.359991098,-0.0006348361937703,-556291.3967697045,inf,0
Delivery drones,,1000000,0,0,yes,no,3827.8933239701846,2228614.7417426505,0.0003346751065521,3254059.088810104,MBRLLC,yes,-1228614.7417426505,,-3254059.088810104,inf,0
Delivery drones,,1000000,0,0,yes,no,3216.181311740088,2237508.8164971704,0.0005537207886846,2050388.7828954395,MBRLLC,yes,-1237508.8164971704,,-2050388.7828954395,inf,0
Smart Home,0.0,0,0,0,no,yes,2372.9606604577643,2760107.103370974,0.0006105312006802,2858642.084098387,umMTC,no,-2760107.103370974,-0.0006105312006802,-2858642.084098387,inf,0
Smart City,0.0,0,0,0,no,yes,3746.023614554546,2604748.469341472,0.0005718677321622,2825833.2483122004,umMTC,no,-2604748.469341472,-0.0005718677321622,-2825833.2483122004,inf,0
Smart Home,0.0,0,0,0,no,yes,9436.675154228402,1016992.2454016758,6.137778917969934e-05,2249987.968218073,umMTC,no,-1016992.2454016758,-6.137778917969934e-05,-2249987.968218073,inf,0
VR/AR,,0,0,1000,no,no,2466.9644275325986,1029682.9275606056,0.0006341757842384,2608587.269057501,feMBB,yes,-1029682.9275606056,,-2608587.269057501,2.4669644275325986,0
Smart City,0.0,0,0,0,no,yes,3437.888643015821,2082273.95719606,0.0007514875092687,2844046.269346539,umMTC,no,-2082273.95719606,-0.0007514875092687,-2844046.269346539,inf,0
Servo motors,,100,1000,0,no,no,5188.917871401216,1349187.878264703,0.0002359353501851,1308133.5377247347,ERLLC,yes,-1349087.878264703,,-1307133.5377247347,inf,0
Remote health monitoring,,1000000,0,0,no,yes,8995.859940255265,1936108.203123035,0.0005295634946327,2595866.989896483,mURLLC,yes,-936108.2031230349,,-2595866.989896483,inf,0
Smart Home,0.0,0,0,0,no,yes,3251.19452759074,1392470.9059882206,0.0004686514458912,2190142.961970185,umMTC,no,-1392470.9059882206,-0.0004686514458912,-2190142.961970185,inf,0
VR/AR,,0,0,1000,no,no,3952.888214964978,2064367.3834505829,0.0005076175221657,1406708.6937246835,feMBB,yes,-2064367.3834505829,,-1406708.6937246835,3.952888214964978,0
V2X,,1000000,0,0,yes,no,6119.562986686441,1320861.4829877494,0.000714030286882,2573821.9383422746,MBRLLC,yes,-320861.4829877494,,-2573821.9383422746,inf,0
3D/UHD Video,,0,0,1000,no,no,6025.297812819817,2267869.65119104,0.0005400734771533,1359988.1054910196,feMBB,yes,-2267869.65119104,,-1359988.1054910196,6.025297812819818,0
V2X,,1000000,0,0,yes,no,3843.07985725934,1286792.315216606,0.0003368710716797,2368243.037530879,MBRLLC,yes,-286792.315216606,,-2368243.037530879,inf,0
3D/UHD Video,,0,0,1000,no,no,3610.6698531477095,2090547.5915372968,0.0003891684297886,2190323.74745781,feMBB,yes,-2090547.5915372968,,-2190323.74745781,3.6106698531477095,0
Motion control,,1000,1000000,0,no,no,5746.926239990135,875434.9058136486,0.0003708903222083,1567916.6659404472,ERLLC,yes,-874434.9058136486,,-567916.6659404472,inf,0
Servo motors,,100,1000,0,no,no,4494.192639296159,1246414.7924770638,0.0001884461590448,3256162.850919905,ERLLC,yes,-1246314.7924770638,,-3255162.850919905,inf,0
Motion control,,1000,1000000,0,no,no,5479.606018321321,2470541.245042326,0.0004084959400533,2578579.4873771565,ERLLC,yes,-2469541.245042326,,-1578579.4873771565,inf,0
Smart Home,0.0,0,0,0,no,yes,4718.29022206401,2854706.337877888,0.00061265648017,1463739.4293458774,umMTC,no,-2854706.337877888,-0.00061265648017,-1463739.4293458774,inf,0
Smart Home,0.0,0,0,0,no,yes,5585.992402283598,2607593.448844975,0.000555513054383,2835273.2297298107,umMTC,no,-2607593.448844975,-0.000555513054383,-2835273.2297298107,inf,0
3D/UHD Video,,0,0,1000,no,no,5758.449696427568,2505222.98576008,0.0005285582146783,1766938.850524239,feMBB,yes,-2505222.98576008,,-1766938.850524239,5.758449696427568,0
Smart City,0.0,0,0,0,no,yes,1754.5327816436543,2987726.6257149656,0.0004518791526799,1730536.6074318383,umMTC,no,-2987726.6257149656,-0.0004518791526799,-1730536.6074318383,inf,0
VR/AR,,0,0,1000,no,no,4228.8808328270825,2643729.903913206,0.0004877667753611,2638340.2805912755,feMBB,yes,-2643729.903913206,,-2638340.2805912755,4.228880832827082,0
Delivery drones,,1000000,0,0,yes,no,5556.606963466431,979453.7563638752,0.0005899676921447,2437461.324127152,MBRLLC,yes,20546.243636124767,,-2437461.324127152,inf,0
Smart Home,0.0,0,0,0,no,yes,6351.329387419783,2635540.789975053,0.0006414248292331,1834828.3554542053,umMTC,no,-2635540.789975053,-0.0006414248292331,-1834828.3554542053,inf,0
Motion control,,1000,1000000,0,no,no,4447.254713729482,2625004.211632129,0.0005499769291457,3049539.362752622,ERLLC,yes,-2624004.211632129,,-2049539.362752622,inf,0
Motion control,,1000,1000000,0,no,no,1926.5573062262076,751308.0720274663,0.000319015400269,1478592.1269759366,ERLLC,yes,-750308.0720274663,,-478592.1269759366,inf,0
V2X,,1000000,0,0,yes,no,7082.151523053008,1551148.8614615595,0.0004284797913071,2948948.9813290336,MBRLLC,yes,-551148.8614615595,,-2948948.9813290336,inf,0
Servo motors,,100,1000,0,no,no,6426.443192828315,3052682.331434049,0.0005728315305324,1498682.7647265785,ERLLC,yes,-3052582.331434049,,-1497682.7647265785,inf,0
3D/UHD Video,,0,0,1000,no,no,5176.258569452702,1913627.880420947,0.0003892796043464,2244503.363300936,feMBB,yes,-1913627.880420947,,-2244503.363300936,5.176258569452703,0
Delivery drones,,1000000,0,0,yes,no,4226.3894760212615,1239488.8045446742,0.0003971210064938,1762402.241151826,MBRLLC,yes,-239488.80454467423,,-1762402.241151826,inf,0
3D/UHD Video,,0,0,1000,no,no,6000.92293366425,2575725.707149755,0.0006166087500215,2531855.7087503704,feMBB,yes,-2575725.707149755,,-2531855.7087503704,6.00092293366425,0
Smart Home,0.0,0,0,0,no,yes,4242.323404246309,1816303.4760044531,0.0006318670595144,642753.2685680955,umMTC,no,-1816303.4760044531,-0.0006318670595144,-642753.2685680955,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6460.370582327665,1742454.4686292305,0.0003399974543257,1305283.2665790454,mURLLC,yes,-742454.4686292305,,-1305283.2665790454,inf,0
Delivery drones,,1000000,0,0,yes,no,7994.79327628324,2582455.0781559525,0.0002744266766893,2383633.3411355326,MBRLLC,yes,-1582455.0781559525,,-2383633.3411355326,inf,0
V2X,,1000000,0,0,yes,no,4187.864908279216,2269191.97705252,0.0002985362746902,2589248.659779018,MBRLLC,yes,-1269191.97705252,,-2589248.659779018,inf,0
Motion control,,1000,1000000,0,no,no,6301.105923289564,1921288.94144668,0.0006114976278255,1576087.6836098451,ERLLC,yes,-1920288.94144668,,-576087.6836098451,inf,0
V2X,,1000000,0,0,yes,no,3908.699232966564,2220631.738711248,0.0003593512979352,2717557.9652275443,MBRLLC,yes,-1220631.7387112482,,-2717557.9652275443,inf,0
Smart Home,0.0,0,0,0,no,yes,6712.589239871637,1883421.784226476,0.0004106127739234,1536106.489226531,umMTC,no,-1883421.784226476,-0.0004106127739234,-1536106.489226531,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4589.664800954992,2609270.428765533,0.0002944543748928,2346353.11132851,mURLLC,yes,-1609270.428765533,,-2346353.11132851,inf,0
Delivery drones,,1000000,0,0,yes,no,7413.307582062944,1055163.0859819986,0.0005023886531811,1906687.5672843435,MBRLLC,yes,-55163.08598199859,,-1906687.5672843435,inf,0
3D/UHD Video,,0,0,1000,no,no,4537.768210078809,1871656.3591541464,0.0004607722705323,998172.7042158364,feMBB,yes,-1871656.3591541464,,-998172.7042158364,4.537768210078808,0
Delivery drones,,1000000,0,0,yes,no,3504.455953536178,1724325.3478264022,0.0005738635072625,3174734.553747428,MBRLLC,yes,-724325.3478264022,,-3174734.553747428,inf,0
Motion control,,1000,1000000,0,no,no,4443.308948371738,2203748.3814838137,0.00055709137894,1627519.122290404,ERLLC,yes,-2202748.3814838137,,-627519.122290404,inf,0
3D/UHD Video,,0,0,1000,no,no,4628.768112746192,1248876.0410112846,0.0001756628827714,1509797.4675467107,feMBB,yes,-1248876.0410112846,,-1509797.4675467107,4.628768112746192,0
Servo motors,,100,1000,0,no,no,5394.371780508942,2999897.057175818,0.0005587810286961,1745434.429282426,ERLLC,yes,-2999797.057175818,,-1744434.429282426,inf,0
3D/UHD Video,,0,0,1000,no,no,4452.436445252153,1505468.6470650232,0.0004856093863524,1715796.1549347765,feMBB,yes,-1505468.6470650232,,-1715796.1549347765,4.452436445252153,0
VR/AR,,0,0,1000,no,no,5409.603348605108,2705852.1481097136,0.0007053316084107,2136671.310073508,feMBB,yes,-2705852.1481097136,,-2136671.310073508,5.409603348605108,0
Remote health monitoring,,1000000,0,0,no,yes,5438.991816668321,2403453.5125915334,0.0003627582180043,1683928.6087997411,mURLLC,yes,-1403453.5125915334,,-1683928.6087997411,inf,0
VR/AR,,0,0,1000,no,no,4288.174603607171,2143157.8600154147,0.0005916253868133,1651330.6186411013,feMBB,yes,-2143157.8600154147,,-1651330.6186411013,4.288174603607171,0
3D/UHD Video,,0,0,1000,no,no,5547.785532040762,2164284.8764608484,0.0005151266966691,2322196.900920828,feMBB,yes,-2164284.8764608484,,-2322196.900920828,5.547785532040762,0
Servo motors,,100,1000,0,no,no,4023.528936427558,762231.0335509863,0.0003574493883432,2004600.6872303395,ERLLC,yes,-762131.0335509863,,-2003600.6872303395,inf,0
Delivery drones,,1000000,0,0,yes,no,8333.1901426792,1663889.5371697063,0.0006775166667437,2309095.5549122924,MBRLLC,yes,-663889.5371697063,,-2309095.5549122924,inf,0
